Patient_ID,UBQLN2,UBXN10,UBXN2B,UBXN6,UCHL1,UCKL1,UEVLD,UFM1,UHRF1BP1L,ULBP3,UNC119B,UNC13D,UNC45A,UNC93B6,UPK3B,URB1,URB2,URM1,USHBP1,USP13,USP25,USP30,USP32P1,USP33,USP38,USP47,USP54,UTP14C,VASN,VBP1,VDAC1,VDR,VGLL4,VMAC,VMO1,VSIR,VSNL1,WASF3,WASH2P,WDR45B,WDR70,WDR82,WIPI1,WNT2,WNT3,WNT5A,WNT7A,XAB2,XK,XKR9,XPA,XYLT2,ZDHHC9,ZER1,ZFP36L2,ZFP91,ZFPM2-AS1,ZFYVE19,ZFYVE9,ZG16B,ZGPAT,ZKSCAN1,ZMIZ1,ZMYM1,ZMYM2,ZMYND10,ZMYND11,ZMYND12,ZNF114,ZNF124,ZNF134,ZNF140,ZNF148,ZNF155,ZNF185,ZNF189,ZNF239,ZNF252P,ZNF274,ZNF275,ZNF28,ZNF284,ZNF30,ZNF324B,ZNF337-AS1,ZNF354A,ZNF419,ZNF431,ZNF436,ZNF438,ZNF462,ZNF468,ZNF480,ZNF484,ZNF496,ZNF501,ZNF502,ZNF517,ZNF519,ZNF528-AS1
DO49074,4.81,0.47,3.85,18.4,1.17,29.27,7.92,22.45,3.9,0.59,2.24,60.32,22.2,0.1,2.91,3.85,3.33,4.26,1.85,4.34,6.33,1.85,17.31,39.18,7.37,17.54,34.03,8.16,1.19,9.21,86.98,4.37,19.46,1.94,0.42,4.41,2.56,1.43,3.95,29.14,11.34,9.25,9.99,0.0,0.55,1.1,0.62,9.38,0.16,7.26,2.21,5.27,8.1,2.65,34.01,8.15,4.23,8.81,2.79,11.06,16.32,24.91,8.25,5.49,79.71,0.35,10.79,0.31,1.48,10.82,4.71,4.32,20.08,1.79,6.77,2.99,4.97,9.58,7.54,1.57,8.69,1.37,0.75,2.08,0.82,4.17,3.74,32.3,1.53,2.08,5.01,7.68,2.91,2.12,7.55,0.55,1.27,2.01,5.57,1.98
DO49076,10.23,0.18,12.48,36.15,3.04,5.76,16.01,37.75,8.19,2.72,5.02,24.56,7.41,0.0,0.41,2.73,2.14,10.31,0.67,4.19,14.92,7.19,9.5,20.89,8.66,39.16,3.58,9.98,1.25,20.03,72.81,1.13,10.43,2.78,0.59,10.28,0.0,4.79,3.81,30.8,6.89,15.91,6.7,0.41,0.23,0.48,0.01,8.81,0.45,8.36,9.35,5.87,13.11,7.4,71.06,32.28,0.95,4.55,9.21,17.99,5.87,50.71,6.5,2.99,43.35,0.52,31.57,1.2,0.12,30.08,11.86,14.09,23.31,5.25,1.56,10.35,1.74,17.24,9.65,3.79,14.79,1.21,2.61,2.38,1.76,3.0,5.71,8.33,4.31,1.84,5.04,12.73,8.49,5.28,7.45,1.06,1.96,1.66,1.71,0.5
DO49078,11.64,1.58,11.15,18.52,5.13,11.27,9.39,32.72,6.31,0.71,3.64,10.19,10.99,0.0,1.05,3.17,2.4,7.65,0.46,2.29,12.52,2.16,6.79,27.0,7.92,16.43,9.68,9.47,10.55,15.85,103.17,4.83,25.32,1.96,1.25,9.82,1.13,1.67,2.95,38.63,6.91,22.2,21.37,3.31,0.23,6.93,0.05,7.03,3.82,8.86,5.67,7.52,13.85,6.3,69.89,22.48,5.63,4.24,9.51,13.15,7.56,21.4,14.0,3.99,58.18,0.21,15.55,0.42,0.45,18.4,7.16,5.88,12.9,2.14,7.28,7.71,2.08,12.52,7.59,4.6,10.33,1.48,1.42,1.71,0.66,3.42,3.75,10.84,5.27,3.18,5.41,10.18,4.38,4.14,7.61,1.97,1.39,1.89,2.34,0.74
DO49079,10.67,1.07,5.08,21.23,2.69,11.23,9.08,20.19,9.3,2.49,3.67,37.74,20.28,0.03,0.45,2.61,2.19,6.83,0.37,4.33,10.46,2.11,2.55,24.79,6.54,18.24,7.97,3.53,12.16,16.62,99.69,4.14,18.65,0.59,0.95,5.76,0.75,0.85,2.39,23.12,8.7,10.88,9.68,1.5,1.19,3.97,1.87,7.13,0.55,2.83,4.12,17.08,9.88,5.13,35.95,18.97,4.63,8.47,7.66,14.68,6.53,18.41,8.16,6.27,17.81,0.26,6.54,0.22,0.44,10.53,5.44,8.27,13.84,2.14,8.61,6.83,2.41,3.57,4.72,2.27,9.86,0.6,0.19,1.12,1.11,8.38,2.29,6.02,5.1,2.59,4.78,9.0,3.32,4.89,4.51,0.97,0.3,1.04,0.85,1.85
DO49080,11.5,0.87,9.58,25.56,10.89,12.86,12.45,37.85,9.53,1.23,5.41,7.54,21.93,0.0,4.26,10.28,4.54,14.61,0.34,3.34,20.42,2.87,7.48,32.42,9.49,22.54,15.16,7.93,5.09,16.93,124.95,14.39,31.24,2.44,1.54,12.92,32.01,1.44,4.69,39.73,9.21,17.63,20.28,1.14,0.35,22.8,1.1,9.65,0.9,5.89,8.35,10.7,14.28,8.82,38.73,29.56,11.47,12.32,14.94,10.59,7.67,33.83,16.45,9.22,42.03,0.17,21.37,0.34,0.63,13.35,4.5,9.13,21.31,3.02,10.14,13.34,1.12,15.37,9.56,4.14,7.35,1.31,1.42,2.7,1.69,7.28,4.0,12.08,12.61,4.03,12.9,5.49,6.05,10.43,7.42,2.19,2.55,1.94,4.01,0.42
DO49087,10.63,1.9,8.87,17.15,4.88,15.19,7.72,34.34,3.15,0.72,5.18,3.22,11.1,0.0,2.78,5.01,6.15,10.5,0.94,3.39,12.16,2.35,5.57,46.19,9.61,21.62,21.0,7.6,2.11,17.36,92.02,5.12,23.83,2.65,1.39,10.99,2.39,2.38,6.05,45.36,13.13,20.75,35.99,2.77,0.2,9.85,0.01,6.44,5.66,20.47,7.26,6.95,16.61,8.67,76.16,19.6,1.1,5.24,8.08,15.12,11.43,144.05,13.81,8.73,32.59,0.29,14.98,0.9,0.84,17.82,4.92,7.79,15.27,2.23,2.07,19.86,2.17,29.0,7.11,4.57,12.46,0.79,1.64,2.35,2.78,3.29,3.19,13.0,6.28,2.61,9.65,13.62,5.89,7.81,4.45,2.59,2.03,2.79,5.02,0.55
DO49090,10.23,3.08,10.61,22.23,1.27,8.23,13.16,31.38,7.73,0.72,3.47,10.78,13.61,0.0,0.79,2.31,2.61,5.67,0.25,3.42,6.73,3.17,2.25,28.86,9.03,23.03,19.98,9.2,1.97,16.73,133.54,5.72,21.29,2.34,1.05,8.25,0.61,0.39,2.86,47.74,6.27,11.44,15.29,3.47,0.25,10.49,0.04,8.58,2.79,4.76,3.29,5.5,12.08,4.17,68.36,16.23,0.89,9.14,5.59,32.96,8.24,45.29,7.88,6.79,31.34,0.58,8.56,0.69,0.26,18.22,5.84,11.84,14.63,2.33,4.16,10.4,0.57,16.04,8.46,2.53,15.01,1.07,1.12,1.8,0.54,3.25,2.75,8.13,4.47,2.72,3.22,11.29,4.94,3.73,4.3,2.0,1.72,1.28,3.31,0.45
DO49105,5.43,0.06,8.5,12.93,1.09,14.26,6.74,15.18,3.63,0.59,5.06,26.23,11.12,0.0,0.68,2.29,2.69,17.16,0.05,2.55,4.81,2.13,0.89,16.84,2.65,5.09,3.15,3.04,0.31,9.41,89.36,0.07,7.56,0.62,0.11,6.24,0.05,0.04,2.83,28.61,8.88,13.78,20.21,0.0,0.85,0.01,0.0,7.34,0.07,0.81,3.84,7.38,2.75,4.7,18.21,17.63,7.74,6.77,2.67,4.42,7.66,19.68,8.58,2.74,7.23,0.24,12.28,0.38,0.35,2.34,4.88,2.22,8.24,2.97,0.17,2.56,1.16,8.24,5.3,0.63,6.06,1.45,1.6,1.96,3.78,4.54,4.35,0.73,2.37,0.53,0.08,3.06,5.86,1.76,6.19,0.08,0.15,1.52,1.56,0.24
DO49113,12.38,3.9,12.9,17.63,7.46,9.76,16.51,39.3,9.38,0.26,5.24,8.61,17.7,0.0,0.65,3.8,3.15,17.19,0.42,3.71,13.6,4.29,7.46,30.55,13.52,32.69,17.33,9.77,4.04,22.83,134.27,6.81,28.49,1.01,1.57,15.07,1.32,1.01,4.24,47.49,8.36,25.76,16.2,5.28,0.15,11.95,0.32,6.41,5.81,10.52,7.13,5.46,20.27,9.49,54.01,35.02,3.04,4.55,8.1,41.75,8.08,27.72,18.36,5.66,33.34,0.22,23.85,1.12,2.36,13.41,9.29,10.36,20.18,2.19,5.19,11.56,1.16,12.64,14.92,3.42,20.62,0.88,1.4,1.72,2.5,2.71,4.03,5.44,4.42,3.72,9.42,15.71,6.92,5.96,4.96,1.44,1.74,1.48,1.97,1.14
DO49127,10.76,4.14,12.67,25.47,10.87,8.18,14.79,43.09,10.24,1.18,9.35,10.3,13.58,0.0,0.72,4.87,2.86,15.67,0.4,3.04,19.9,4.04,4.32,42.76,10.5,26.64,18.16,10.36,5.0,19.07,127.31,8.69,29.59,2.65,1.03,22.96,1.0,2.0,4.93,36.92,8.3,27.11,12.86,4.21,0.26,18.79,0.57,9.95,4.73,9.43,9.7,7.12,11.02,9.63,75.66,21.3,4.04,6.94,12.31,11.12,6.93,33.67,13.48,6.7,43.57,0.39,25.98,1.22,0.36,14.5,8.59,10.1,18.59,4.04,6.2,14.78,1.58,15.0,14.55,3.98,18.37,1.81,1.82,3.69,1.23,3.76,6.06,8.4,9.59,5.33,7.78,12.78,5.84,8.12,4.6,3.89,3.56,1.96,5.01,0.81
DO49129,12.57,1.57,11.72,27.37,7.83,8.79,15.01,65.33,8.35,1.72,7.51,18.32,14.79,0.05,0.73,3.84,3.13,13.75,0.36,2.63,17.01,5.07,2.21,29.76,16.2,27.89,26.53,14.57,8.44,20.41,151.43,9.84,36.64,1.89,0.99,13.7,3.31,1.61,3.88,59.61,7.39,19.19,16.81,4.87,0.43,20.13,1.6,9.62,2.53,8.64,9.01,9.59,14.91,7.67,68.57,24.36,5.38,6.12,8.99,26.24,8.04,23.17,12.29,3.58,49.31,0.19,21.6,0.57,0.28,24.03,9.52,8.41,19.5,3.59,14.93,18.34,3.0,12.55,10.37,3.97,13.81,1.14,1.23,3.01,0.79,3.83,4.45,8.49,6.12,3.59,6.55,10.48,5.68,7.49,7.61,2.84,2.52,1.19,3.05,0.85
DO49130,10.59,4.15,10.35,14.11,8.34,8.83,15.42,35.96,7.97,0.91,9.58,6.51,11.76,0.0,3.88,4.8,3.94,14.44,0.54,3.16,14.78,2.47,11.02,34.29,8.52,25.64,13.05,9.25,6.55,28.77,136.9,7.2,31.38,1.91,1.04,6.25,1.64,1.27,3.6,29.93,10.52,15.46,16.44,2.8,1.2,22.0,1.67,12.52,1.02,5.24,8.68,8.82,14.57,10.47,49.09,23.29,6.08,7.35,10.09,12.17,4.81,35.76,13.59,7.83,42.1,0.5,23.57,0.51,0.85,19.89,12.39,10.32,24.67,3.44,7.16,13.53,3.32,15.16,12.24,4.62,15.82,1.58,1.69,3.0,1.59,6.49,6.92,8.82,5.76,3.26,6.63,9.58,7.14,8.35,6.45,2.6,2.04,1.72,5.75,0.93
DO49133,12.57,4.45,11.59,25.53,6.9,8.34,14.13,35.92,7.91,1.24,5.43,3.73,20.79,0.05,0.63,5.22,4.03,17.08,0.36,3.63,15.5,3.56,3.89,35.91,11.15,28.22,22.61,8.99,2.91,16.76,148.74,13.96,29.98,2.96,0.71,15.23,1.83,1.47,5.31,30.68,7.97,28.71,10.91,3.25,0.98,9.55,0.96,10.87,5.29,7.29,11.46,8.44,18.53,9.08,182.15,20.55,0.61,8.98,13.1,13.53,6.04,47.72,13.79,5.98,28.36,0.08,26.21,0.84,0.59,21.15,3.67,8.53,20.74,3.31,6.46,14.83,2.38,24.37,8.0,4.23,15.85,1.64,1.65,2.95,1.24,5.44,4.79,9.49,8.71,5.02,8.97,14.93,7.04,6.26,4.01,2.84,3.61,2.95,4.14,1.0
DO49135,12.51,2.28,15.16,19.95,5.84,6.99,19.28,37.29,10.71,1.8,9.38,9.67,16.57,0.11,0.98,2.35,2.57,14.25,0.78,3.06,8.18,5.74,1.8,36.39,12.81,28.36,12.03,17.55,4.75,21.85,174.48,9.83,22.48,1.05,0.46,34.23,0.42,1.58,3.55,25.89,8.08,19.41,9.67,1.62,0.52,18.19,6.46,18.3,1.53,4.3,9.56,8.24,27.31,10.48,103.52,23.66,4.22,6.71,9.95,16.85,6.29,22.4,10.74,6.97,41.19,0.19,28.41,0.35,0.27,17.13,8.04,7.38,26.31,3.11,16.52,14.02,2.03,15.02,6.88,3.38,17.33,1.52,1.05,1.74,0.71,3.23,3.45,5.72,6.68,3.33,6.0,18.66,5.35,6.25,3.51,1.09,1.0,1.21,1.52,0.4
DO49137,19.56,1.62,10.7,28.68,11.29,8.37,15.23,44.03,8.88,1.04,5.84,4.77,18.27,0.08,0.53,4.15,5.09,8.87,0.63,3.28,13.32,3.31,1.58,31.51,9.54,26.52,25.15,11.95,3.91,22.5,144.8,8.72,25.19,1.92,0.78,17.24,1.75,3.98,4.69,36.86,7.34,30.6,12.79,1.48,0.12,10.61,1.49,9.56,3.89,5.8,7.55,7.17,22.45,6.36,143.0,25.61,2.22,6.6,10.02,12.57,6.99,46.92,15.4,7.13,45.15,0.19,24.62,1.07,0.38,16.78,4.83,8.69,20.24,3.4,12.26,17.22,2.07,13.46,8.7,4.9,8.98,1.3,1.6,2.86,1.74,3.57,4.26,9.23,5.26,6.03,8.26,7.86,8.09,4.87,5.57,1.58,2.46,1.54,3.39,0.43
DO49138,18.77,1.55,7.05,17.34,3.75,10.04,14.41,46.68,11.62,1.69,7.77,14.2,11.33,0.0,0.31,3.5,2.51,8.34,0.55,1.25,15.07,7.06,13.08,28.96,8.83,26.46,20.8,10.76,4.65,24.49,141.72,5.43,23.87,1.25,0.61,11.98,1.03,1.28,2.67,25.07,8.26,18.12,13.49,2.1,1.02,11.85,1.9,7.41,0.56,6.88,5.38,7.02,11.77,5.7,65.61,20.68,11.35,6.88,5.31,12.62,7.17,21.23,15.11,6.74,56.45,0.14,21.16,0.85,0.55,12.58,7.29,14.46,21.62,4.18,23.01,8.76,1.58,9.58,9.99,2.47,15.66,1.36,3.58,2.11,0.75,4.79,4.47,10.78,4.39,5.03,6.32,9.51,5.37,5.93,5.3,1.93,0.74,1.26,2.83,1.31
DO49164,10.96,1.85,12.81,26.99,12.31,11.15,15.0,41.99,9.67,1.09,7.44,18.5,17.15,0.0,8.56,5.26,3.39,15.62,0.35,2.92,16.42,3.82,4.98,24.74,11.93,31.95,20.85,12.4,6.69,20.28,138.75,7.38,26.62,1.92,1.3,18.61,0.91,1.92,3.66,47.53,10.79,33.61,12.89,5.9,0.14,6.57,0.05,10.41,3.97,6.0,10.1,7.8,15.17,8.89,87.88,23.38,0.77,10.79,9.27,29.05,9.3,38.26,10.46,4.04,46.75,0.3,30.06,0.83,0.33,23.1,5.41,9.51,22.11,3.67,7.51,15.71,2.86,15.71,10.66,4.02,16.53,1.47,1.87,2.42,1.49,3.41,5.38,7.57,8.23,4.2,7.97,9.63,5.59,8.97,4.85,3.93,4.66,1.51,2.27,0.6
DO49166,10.62,2.15,14.53,22.0,6.87,9.93,18.27,40.53,7.81,1.05,5.56,13.65,18.56,0.06,0.63,5.8,2.58,7.96,0.62,3.37,12.86,2.02,8.71,37.21,8.18,29.34,11.28,8.91,2.62,17.16,195.5,11.81,33.76,1.49,1.18,15.43,1.34,1.72,5.23,47.18,11.52,29.37,16.62,4.6,0.6,19.67,2.61,8.43,0.74,6.24,6.64,7.2,14.67,5.42,64.6,23.32,1.0,13.15,6.57,6.61,7.67,22.97,14.34,6.35,43.27,0.2,19.66,0.78,0.34,9.31,5.07,4.59,18.91,3.18,8.36,9.27,2.93,10.89,5.56,5.01,9.12,1.7,1.09,2.63,1.33,4.64,4.26,11.24,6.63,5.89,7.42,7.2,3.94,5.04,4.72,2.66,1.66,1.04,2.34,0.45
DO49168,13.58,0.57,14.06,27.73,6.08,10.14,13.12,52.46,14.94,1.54,4.4,7.2,11.48,0.02,0.58,5.04,4.06,13.89,0.84,2.81,17.69,8.37,5.03,32.44,8.26,22.78,8.42,12.51,7.56,16.9,75.32,9.6,41.01,3.88,0.68,20.68,4.98,1.14,3.14,26.98,8.97,28.36,20.9,5.97,0.77,3.36,0.07,10.51,1.58,6.11,8.8,9.03,15.04,8.43,70.17,21.91,0.45,5.92,5.46,84.19,7.94,22.79,16.23,5.14,46.91,0.18,19.25,0.24,0.49,26.83,5.78,10.09,22.01,3.03,2.39,13.51,3.1,10.98,8.64,4.74,11.74,1.23,1.08,1.8,2.1,3.41,3.34,12.6,6.29,4.83,13.8,9.13,2.47,11.03,5.5,1.22,0.57,1.21,3.29,0.36
DO49170,10.43,1.92,12.53,25.89,11.8,7.63,10.76,35.45,10.53,0.67,6.6,7.12,15.15,0.0,4.5,4.22,1.87,7.78,0.47,2.64,14.87,3.53,3.59,29.17,7.48,20.31,10.86,10.14,8.96,16.59,72.95,15.01,54.59,1.69,3.16,11.62,9.04,2.08,3.79,28.38,10.46,28.19,20.93,7.05,0.36,29.07,0.49,8.53,0.13,3.95,4.58,9.17,12.12,5.79,39.8,21.89,6.17,9.72,5.78,8.68,6.69,25.65,13.33,4.51,53.62,1.05,16.89,0.94,0.31,22.15,5.59,7.16,21.88,3.28,8.85,7.73,1.24,10.32,5.71,4.86,7.11,1.72,1.53,1.59,0.56,5.68,3.57,16.59,7.49,4.57,8.75,4.89,2.64,4.32,6.18,2.94,2.51,1.11,4.28,0.43
DO49172,11.82,3.5,9.22,30.54,9.03,16.49,11.28,31.5,6.35,0.61,4.39,12.31,18.37,0.0,4.44,5.43,2.66,6.61,1.04,1.75,20.97,4.56,12.24,54.04,7.92,32.3,45.89,9.75,3.6,7.31,95.9,12.34,25.99,3.11,0.5,15.82,1.67,0.96,8.37,20.34,10.79,21.13,10.41,0.49,0.75,7.85,3.17,10.09,1.42,14.38,6.79,7.26,13.42,7.23,83.35,22.74,5.61,6.95,6.52,25.14,12.92,48.78,20.4,4.05,51.05,0.58,19.43,0.9,0.81,12.64,5.93,7.52,17.99,3.82,15.09,12.32,2.0,15.03,13.7,3.5,14.13,1.43,1.21,3.73,1.85,3.95,4.24,23.98,3.7,5.07,8.16,9.93,5.76,4.65,7.4,2.04,2.07,3.02,5.21,1.89
DO49175,3.15,0.4,5.43,10.59,0.63,28.86,8.73,13.59,3.35,0.56,1.86,30.45,15.32,0.0,1.25,3.46,1.86,3.95,3.59,2.57,8.67,1.98,27.12,42.43,3.66,20.33,13.59,4.72,0.59,5.23,44.13,3.31,18.37,2.02,0.25,4.21,2.55,1.17,5.98,29.14,13.95,7.14,14.24,0.04,0.09,0.92,0.75,8.08,0.13,7.97,4.03,3.13,7.27,3.67,25.86,5.58,0.85,10.27,4.49,6.22,15.53,38.46,5.82,3.84,40.12,0.31,12.59,0.1,1.08,8.37,3.31,3.24,15.27,1.42,3.13,9.49,2.36,6.34,8.74,1.15,5.37,0.64,0.78,1.23,1.23,3.14,2.31,26.7,1.96,1.95,6.02,3.01,1.62,2.61,7.81,0.81,1.44,1.97,4.13,1.39
DO49178,12.7,2.28,15.44,32.51,6.55,12.79,18.99,59.13,9.51,0.51,4.5,9.2,20.21,0.0,0.87,5.41,3.88,22.63,0.61,2.3,21.49,2.15,6.7,22.27,9.11,29.43,34.21,12.67,5.47,27.86,153.99,7.26,25.68,2.19,0.5,24.48,4.82,1.14,4.52,22.97,7.56,19.53,13.03,2.03,1.13,6.5,1.7,12.94,2.37,6.46,13.07,6.69,22.58,8.35,73.18,30.04,4.41,9.17,6.81,30.17,8.58,21.13,18.07,5.08,41.89,0.13,23.33,0.18,0.27,10.38,6.45,6.15,21.0,2.33,9.95,19.52,2.4,17.92,7.79,4.58,21.17,0.9,0.84,1.97,1.88,5.56,3.75,9.81,5.58,4.91,4.72,14.25,4.88,8.36,5.01,1.4,1.35,1.54,3.24,0.26
DO49181,14.43,6.51,11.22,27.52,10.36,11.08,15.91,33.47,12.56,0.55,7.38,3.35,23.34,0.03,1.78,7.58,3.49,14.65,0.9,6.25,20.0,3.19,22.49,50.0,8.29,35.47,35.89,11.38,3.64,16.85,79.25,6.65,27.19,4.27,0.25,16.88,1.74,3.42,6.66,18.14,12.12,26.91,12.97,0.61,0.5,16.68,1.52,11.58,2.99,16.0,12.57,8.07,16.43,14.57,51.46,22.83,3.85,8.54,12.49,38.12,8.99,41.05,25.19,7.67,50.83,0.15,34.37,0.97,0.52,11.56,8.23,9.54,20.28,3.68,4.23,15.93,2.18,20.12,12.23,6.95,12.6,1.23,1.79,4.21,2.06,4.75,5.46,11.98,7.66,6.73,15.64,8.25,9.97,7.2,7.04,3.64,2.91,4.45,6.76,1.69
DO49183,22.48,4.37,11.61,23.86,2.31,13.45,16.23,35.63,8.25,0.87,4.43,22.12,14.01,0.0,8.09,5.38,2.82,13.51,0.41,1.71,13.51,5.35,3.77,38.19,7.33,34.41,17.08,10.13,18.68,13.0,61.08,8.64,40.16,2.18,0.37,7.5,3.27,1.11,8.14,55.58,15.0,31.12,17.19,4.35,0.39,8.38,1.47,11.72,1.97,11.33,4.53,9.55,17.73,12.69,75.73,23.21,4.74,11.39,4.79,40.67,10.81,22.01,14.48,5.06,63.18,0.49,27.22,0.51,0.44,6.0,9.67,6.45,19.46,2.45,19.53,8.95,1.78,10.02,12.65,4.22,11.03,0.78,1.05,1.78,2.04,6.17,4.68,13.25,6.2,3.22,11.22,6.74,4.86,5.54,7.66,3.55,3.03,1.96,8.2,2.01
DO49184,9.35,2.16,7.29,16.43,3.17,26.94,9.52,24.78,6.31,1.0,2.68,32.03,23.33,0.0,3.69,7.18,2.41,8.68,1.74,3.12,25.29,2.65,34.07,94.28,3.93,63.22,32.02,7.88,6.81,4.51,38.47,9.16,21.42,3.7,2.31,7.94,3.92,1.13,8.95,20.91,19.42,11.48,22.78,0.64,0.52,27.69,0.0,6.88,0.76,7.41,8.09,5.91,8.54,8.93,74.95,10.03,15.71,20.24,5.04,8.89,15.69,58.14,16.46,5.85,91.18,0.28,19.73,0.27,6.49,14.67,5.04,6.93,18.81,1.52,9.85,9.13,3.77,12.31,9.82,2.09,7.38,0.86,2.47,2.39,5.19,8.31,4.29,80.63,4.43,7.14,10.86,5.05,3.93,6.77,8.71,1.68,2.63,3.22,10.04,2.89
DO49185,11.46,6.35,14.91,16.97,10.73,9.59,16.7,34.0,10.41,0.98,4.36,8.0,17.4,0.0,2.65,4.55,3.07,8.84,0.76,3.29,15.88,2.93,7.92,29.65,10.5,32.84,9.29,10.68,6.37,19.8,70.92,10.19,36.64,1.53,1.11,9.01,0.9,1.42,5.11,58.21,10.02,22.69,21.59,3.94,0.42,5.78,4.26,7.85,2.81,6.18,8.66,6.28,17.15,5.32,64.28,31.97,6.64,8.31,5.69,19.23,9.3,19.39,11.87,4.55,47.08,0.3,19.3,0.54,15.75,13.13,6.37,9.14,22.55,1.03,15.36,9.25,2.2,15.21,7.76,5.09,10.46,0.86,0.9,1.53,1.84,4.75,3.68,8.13,6.46,3.66,6.27,8.2,4.22,5.94,6.76,4.17,4.73,1.14,4.59,1.93
DO49193,9.95,3.67,11.34,26.94,2.49,9.72,15.0,22.57,6.8,1.01,3.08,13.54,16.07,0.03,0.4,5.68,4.91,9.76,0.36,3.08,15.92,2.71,8.63,25.86,10.08,27.86,12.38,5.62,1.81,16.37,243.45,11.6,22.33,2.32,1.07,8.89,0.5,0.27,4.9,35.66,8.44,22.52,19.02,7.35,0.76,10.44,0.02,12.64,7.68,8.07,4.4,10.32,24.62,5.64,79.4,22.22,4.88,6.51,9.53,9.08,7.65,30.31,11.34,7.29,21.31,0.15,14.39,0.92,0.39,12.02,8.2,5.14,15.95,3.35,2.82,11.29,1.89,27.1,9.5,5.08,10.42,1.75,1.41,2.56,1.21,4.29,5.51,5.29,7.18,1.75,2.43,8.36,2.74,5.5,5.65,1.92,1.98,2.21,1.24,0.5
DO49198,5.28,0.74,5.85,24.37,4.23,34.45,7.29,17.14,2.97,0.9,1.91,7.91,23.38,0.0,7.76,3.54,1.18,5.66,1.78,2.57,13.41,2.39,40.74,69.57,3.94,22.52,24.08,6.42,23.06,3.8,37.01,10.83,28.71,2.12,0.46,8.17,1.85,1.67,8.46,36.59,18.94,10.95,11.99,0.65,0.57,4.46,1.09,7.62,0.3,9.17,4.14,6.13,6.44,7.54,36.72,10.39,8.04,17.23,5.63,11.53,11.0,38.21,16.61,7.41,52.28,0.44,15.77,0.4,1.52,7.53,5.35,3.56,23.29,2.41,4.69,8.78,1.17,7.06,13.54,1.97,11.01,1.47,1.54,2.32,1.81,0.8,6.33,15.35,4.13,1.92,8.95,11.3,5.11,4.03,13.73,0.72,0.82,3.42,4.65,3.28
DO49199,13.38,1.43,6.72,20.3,8.82,14.99,8.14,25.63,6.81,1.01,3.98,15.63,13.48,0.0,2.93,2.65,1.49,11.52,1.08,4.48,12.15,2.55,6.3,61.25,5.04,24.72,48.54,5.32,6.62,6.99,59.05,9.37,52.81,2.66,1.57,8.62,5.37,1.31,5.96,27.92,13.18,18.48,17.18,5.55,0.58,12.93,2.37,7.93,0.74,11.9,6.04,8.77,9.1,7.94,59.53,13.91,1.23,6.51,5.98,5.46,10.93,37.5,19.88,5.44,35.87,0.37,19.77,0.55,0.61,8.49,4.05,3.84,12.38,2.08,3.07,7.72,0.77,6.05,5.63,4.11,6.13,0.97,0.96,1.85,0.71,4.42,2.68,16.59,6.53,4.08,11.99,4.52,3.46,4.9,9.4,1.93,1.17,1.95,3.53,0.99
DO49204,8.4,3.14,6.5,28.17,18.54,11.11,11.19,29.4,8.08,3.74,9.03,11.32,16.57,0.0,5.26,4.66,4.26,19.82,0.21,3.79,14.3,2.02,2.69,25.99,8.31,33.03,5.96,7.47,4.1,40.05,179.16,10.28,26.31,0.93,1.3,12.32,18.95,1.19,3.82,37.48,16.74,24.84,11.95,0.5,0.5,4.22,3.96,8.26,0.73,1.8,6.36,5.94,9.04,8.7,32.05,27.76,7.8,7.62,7.76,11.08,10.78,14.47,6.48,5.84,28.58,0.19,16.07,0.61,0.37,13.87,9.2,8.54,19.04,1.78,3.52,8.47,0.81,11.41,8.44,4.42,10.4,0.48,0.79,1.71,0.51,3.82,2.91,6.06,6.3,1.65,4.74,5.89,7.46,6.15,5.08,1.05,1.46,0.58,0.92,0.64
