"CEP68","ATP2C1","FAM120A","NNAT","PLPP1","TOP2B","AACS","UNC13D","FNDC3A","FOXF1","CA2","CCL24","SFRP4","GIMAP2","CORO2A","ASPN","CCDC47","TMEM97","PPM1H","C12orf49","TUSC2","HEMK1","ICMT","B4GALT2","RPS6KA1","CPXM2","SLC36A1","PTGER2","SLC2A4RG","SH3BP5","PPP1R1B","DHX30","WASF3","C12orf29","SARAF","ATP5MC2","GLS2","GNS","STX6","RCBTB1","ITM2B","IGF2BP3","TEX2","ECPAS","SLC31A1","IGFBPL1","GPAT3","LUM","SUOX","SBNO1","IGFBP4","EMP3","PRUNE1","HHIPL2","CTDSPL","LRIG1","LYAR","TAAR1","FBXO25","RSU1","DIXDC1","ITPR1","SPARCL1","RPIA","C16orf74","TOMM70","CYP2U1","PXYLP1","CDK20","KCNS2","ZFYVE9","CBR3","TPPP3","IGSF8","C1QTNF7","PPM1L","SNHG16","APEH","MON1A","ADCY1","GFI1B","NDRG2","PKD1L2","ATP23","ENTPD3","HR","GFM1","SIK2","CRTAP","PA2G4","RNF34","LRRN3","PODN","ABRA","MSL2","MAGEF1","TBL1XR1","AQP11","MAB21L1","GPR157","ZBTB7C","ZNF284","FAM122A","MEIS3P2","ZDHHC9","MPZL1","SIRPA","MAN1A2","ITGBL1","RN7SKP79","RN7SKP203","RN7SKP250","RNU4.1","SNORA38","RN7SKP55","RN7SKP9","RN7SKP130","SACM1L","IGLV6.57","IGLV1.36","IGHA1","IGHV3.15","LINC00337","LINC01713","FEZF1.AS1","GORAB.AS1","RN7SL507P","RPS19P3","RN7SL415P","INMT","RN7SL299P","IGKV2.30","LINC00920","OR7E28P","ATXN7L3B","HLX.AS1"
6.62,41.71,85.07,0.31,23.97,41.77,7.25,7.29,25.65,7.7,19.5,5.84,61.47,27.44,49.68,68.81,68.07,10.54,11.96,9.41,11.24,6.3,34.95,16.9,18.32,16.34,4.64,7.97,10.92,8.41,50.85,18.74,1.32,4.8,130.08,108.42,0.27,64.67,10.85,5.45,336.77,15.04,12.39,34.45,14.91,1.05,3.53,411.86,6.02,5.74,88.13,12.22,7.94,0.03,30.78,36.81,5.54,0.02,13.17,23.53,10.47,7.52,156.84,8.33,0.14,22.01,3.89,6.06,3.41,0.06,6.97,3.43,7.52,12.57,1.02,11.08,54.03,39.34,3.29,0.42,0.05,26.49,0.19,3.57,7.52,5.76,17.88,7.81,36.23,50.17,13.34,0.57,14.67,0.01,13.62,17.75,57.51,0.87,0.13,3.36,7.61,1.19,7.85,3.61,16.74,100.56,6.98,18.4,16.3,0.79,2.6,0.3,250.78,3.03,0.32,0.75,0.25,16.72,1.59,0,17.84,1.69,0.16,0.07,2.35,0.03,0.68,0.21,0.26,16.5,0.56,2.95,5.1,0.08,21.75,0.24
4.73,38.89,63.94,0,13.29,35.93,13.43,16.26,28.59,2.96,44.54,1.94,13.55,6.01,23.96,17.02,78.54,20.56,6.25,13.77,7.32,5.55,13.4,10.79,10.34,2.75,5.37,1.82,20.92,6.95,68.93,16.54,0.95,7.12,97.34,107.21,0.64,43.48,11.63,5.39,297.99,11.68,11.41,19.66,12.47,0.49,3.93,116.13,4.55,9.25,78.47,24.94,6.09,0.07,20.49,17.52,3.56,0,6.52,19.36,3.26,6.71,40.82,6.68,1.76,22.24,1.71,5.59,1.45,0.02,6.69,3.93,5.49,10.89,0.97,5.58,51.68,27.91,2.76,0.85,0.06,23.93,0.34,2.46,3.71,5.58,25.93,4.66,27.9,41.81,14.98,0.07,7.12,0,13.13,20.48,62.55,0.62,0.06,1.87,4.2,1.25,5.4,3.62,19.36,75.07,9.47,15,24.89,36.16,33.03,28.94,450.88,30.97,33.16,16.17,6.34,15.41,0.66,0,22.27,0.45,0.03,0,3.32,0.21,7.91,0.68,7.63,3.91,132.7,0.39,2.18,0,31.53,0.25
3.83,51.95,49.6,0.09,21.58,42.45,9.42,25.87,26.21,2.45,58.39,0.38,40.43,9.69,22.22,65.16,59.29,17.75,6.15,12.76,10.75,4.89,29.53,12.94,16.49,4.15,3.78,3.38,14.75,8.21,48.3,18.34,0.98,9.88,155.27,128.08,0.46,60.12,15.93,6.77,337.87,16.23,11.7,22.48,12.9,0.36,3.1,842.25,7.65,8.8,97.95,17.86,8.65,0.1,22.87,12.33,7.65,0.99,16.22,22.21,3.91,7.85,47.49,10.73,2.62,23.53,3.77,5.93,1.82,0.08,7.21,4.94,5.29,10.99,1.98,6.7,50.68,30.35,4.03,0.52,0.09,32.24,0.13,3.44,4.77,5.06,19.46,6.29,41.21,50.72,17.92,0.48,8.15,0,9.45,15.13,62.78,1.04,0.08,3.06,3,1.7,3.81,3.2,12.52,91.57,8.77,16.87,49.92,0.48,1.21,0.3,410.21,6.39,0.21,0.55,0.22,17.05,24.37,0.32,230.65,16.67,0.06,0.03,0.8,0.11,0.45,0.03,0.51,9.75,0.36,20.34,0.83,0.06,32.14,0.13
5.67,49.08,85.39,0.08,17.26,49.27,18.48,8.66,31.69,6.89,20.05,0.79,46.94,10.88,13.7,59.45,73.38,23.14,6.16,19.42,7.63,5.78,28.69,8.52,15.99,10.34,7.32,4.23,14.84,7.34,49.84,16.56,2.29,7.84,107.7,88.34,0.45,106.8,13.68,10.77,393.12,17.97,9.87,28.21,12.78,1.01,1.68,496.78,7.56,12.03,81.36,25.09,12.51,0.15,24.75,27.54,5.76,0.19,12.7,19.6,6.46,8.23,72.34,14.36,0.18,19.83,3.17,5.57,1.56,0.04,7.46,4.61,6.2,10.95,3.18,4.9,37.99,30.63,3.33,0.4,0.21,29.27,0.29,2.53,6.23,6.78,21.41,9.63,49.84,47.07,17.26,0.26,14.57,0.02,15.78,10.77,57.23,1.21,0.03,5.2,6.06,2.08,6.48,2.46,19.96,108.04,10.38,18.47,42.78,0.74,2.11,0.33,375.37,12.65,0.59,0.85,0.48,21.06,13.6,0.53,177.69,7.32,0.1,0.03,0.15,0.1,0.87,0.39,0.25,8.41,0.13,9.67,0.16,0.09,30.27,0.12
4.45,51.53,60.91,0.13,27.44,20.01,8.09,6.4,21.27,3.95,20.59,1.35,68.58,4.65,14.85,41.35,49.13,3.83,0.95,7.66,3.44,3,33.47,22.14,26.35,29.19,5.19,2.23,14.38,13.21,0.16,8.79,1.49,9.25,110.23,57.92,0.77,54.03,14,7.1,442.01,1.18,10.25,31.94,19.75,1.3,1.59,878.82,3.36,6.56,109.48,24.75,5.33,0.03,5.8,11.17,8.06,0,13,26.63,8.11,7.62,21.16,5.19,17.45,28.72,2.55,4.04,0.94,0.05,10.86,10.41,11.45,11.02,0.46,2.16,50.83,15.06,1.47,0.12,0.02,21.71,0.08,2.08,1.7,2.91,24.86,4.82,43.76,37.69,8.26,0.15,10.36,0.02,11.49,19.27,61.99,0.11,0.04,6.61,4.2,0.85,5.39,3.09,15.97,101.28,25.85,17.86,68.95,0.1,0.72,0.2,249.77,9.79,0.11,0.67,0.11,9.93,7.83,0.64,46.38,3.75,0.04,0,1.85,0.48,0.46,0.28,0.24,5.83,0.24,1.29,0.4,0.54,14.21,0
3.18,38.77,56.81,0,10.85,27.33,6.65,4.34,26.71,3.85,31.41,6.27,10.69,11.01,14.11,14.49,31.58,15.78,3.5,6.58,4.26,3.8,25.06,9.07,13.56,1.95,3.17,4.13,15.65,6.91,38.91,9.43,0.46,5.97,147.45,64.38,0.19,28.29,9.99,7.38,303.84,6.37,5.26,20.07,13.96,0.25,4.8,328.64,2.29,4.46,54.05,9.14,6.96,0.33,10.81,11.36,5.21,0.03,14.28,24.23,2.98,3.99,25.24,6.71,0.91,19.35,1.36,4.76,1.38,0.02,4.04,1.99,7.74,9.8,1.12,2.19,36.7,17.11,1.48,0.36,0.09,36.41,0.17,1.55,2.82,5.21,18.55,4.63,20.92,28.31,8.53,0.27,4.17,0,8.77,13.53,52.57,0.4,0,4.84,2.21,0.82,3.54,2.2,13.3,109.47,5.96,13.08,16.32,1.61,3.5,0.47,847.13,29.54,0.2,2.15,0.31,11.56,6.29,1.05,169.48,14.14,0.15,0,1.55,0,0.21,0,0.54,4.37,0.44,11.3,1.4,0.11,14.14,0
5,36.63,80.01,0,18.46,50.12,12.12,10.63,29.24,3.95,31.39,2.34,59.93,15.78,23.83,44.83,72.9,20.44,4.95,13.14,10.86,6.53,26.11,13.93,19.86,7.71,5.01,4,6.15,6.39,68.83,21.33,1.33,11.23,136.98,143.55,0.46,96.19,16.49,7.95,352.49,2.87,11.45,33.37,12.94,0.77,1.66,439.6,4.01,7.97,52.8,7.91,10.83,0.06,33.62,26.72,5.81,3.12,11.74,21.92,5.71,4.58,39.69,14.07,0.21,25.3,3.26,4.87,1.66,0.14,10.43,4.4,6.62,17.81,4.59,4.96,82.24,36.34,4.42,0.49,0.44,26.78,0.08,3.09,8.37,7.33,19.63,5.28,42.75,49.52,22.22,0.18,11.23,0,11.14,20.29,74.05,0.31,0.08,3.14,6.58,0.82,6.09,2.24,19.77,143.45,5.97,21.61,54.94,1.51,2.74,0.66,495.12,8.33,0.24,1.14,0.58,17.44,2.55,2.03,148.2,6.37,0.08,0.16,11.59,0.03,0.25,0.1,0.09,7.98,0.09,18.47,1.09,0,37.71,0.24
7.22,36.08,63.41,0,12.38,38.05,8.05,7.41,21.52,5.1,17,1.95,93.12,10.28,14.41,58.79,45.05,12.11,13.95,11.75,9.08,4.56,23.17,10.98,14.48,11.95,4.52,4.92,11.94,8.92,24.08,14.07,0.62,4.57,90.21,70.32,0.56,95.75,11.86,3.84,252.21,0.96,9.51,20.22,11.45,0.57,2.28,839.46,4.53,5.41,117.45,9.61,7.84,0.04,20.51,14.63,4.26,0.13,12.6,17.04,3.7,5.02,47.91,6.15,0.44,17.61,2.77,5.49,1.58,0.27,5.84,4.2,4.01,12.42,2.6,4.81,50.38,26.16,2.11,0.21,0,20.07,0.31,1.67,2.21,4.01,14.76,5.62,35.06,31.99,8.84,0.27,15.37,0,8.97,18.84,46.66,0.53,0.08,3.63,6.63,1.06,4.04,2.26,17.45,123.77,12.49,14.63,66.04,0.34,0.98,0.24,440.11,21.8,0,0.64,0,14.08,21.41,5.57,576.46,45.2,0.83,0,2,0.19,0.26,0.08,0.67,8.75,1.12,24.53,1.97,0,19.31,0
5.31,31.57,74.77,0,11.53,29.76,10.2,6.5,21.99,3.82,57.43,13.26,30.31,8.51,21.06,31.94,49.82,18.96,4.86,9.63,8.08,6.41,23.38,13.46,29.63,7.22,3.51,3.93,7.12,7.52,95.43,18.7,1.36,6.88,97.53,101.15,0.37,56.35,10.79,4.35,198.82,0.5,10.31,25.75,11.59,0.71,3.76,469.62,4.64,5.02,73.2,10.54,5.66,0.01,32.33,25.73,5.07,0.26,10.69,19.1,5.87,5.03,24.24,10.63,0.16,19,2.42,5.25,1.57,0.02,8.98,1.64,8.81,17.86,4.04,8.1,71.24,32,3.94,0.71,0.64,27.6,0.11,2.51,4.46,7.39,14.04,5.27,34.88,40.4,12.45,0.31,8.92,0,7.24,15.96,44.39,0.73,0.04,2.64,11.26,0.69,5.05,3.63,18.39,72.07,8.15,13.87,41.43,0.49,3.08,0.42,639.69,7.04,0.66,1.9,0.22,11.96,1.54,0.82,59.38,2.23,0.02,0.16,3.73,0.03,0.35,0.5,0.24,10.28,0.37,4.61,1.79,0.07,37.82,0.22
2.66,33.54,45.73,0.02,7.31,24.51,4.75,2.9,17.71,1.31,18.51,2.36,4.76,9.62,10.83,7.8,18.88,11.73,2.05,5.95,4.34,4.17,20.38,9.53,13.54,0.67,2.32,2.84,12.96,5.45,48.85,8.08,0.17,5.18,78.9,64.02,0.2,17,6.79,5.14,212.46,7.19,3.65,16.43,11.42,0.23,3.2,184.04,2.44,3.56,26.06,4.87,4.67,0.08,10.72,7.08,4.58,0.19,11.29,13.82,2.38,2.45,13.44,4.25,1.2,15.73,0.86,2.88,1.41,0.01,3.09,1.61,3.3,7.46,0.46,1.56,28.15,14.93,1.25,0.14,0.05,21.99,0.27,1.84,1.35,3.43,13.96,3.35,15.94,21.91,7.35,0.12,1.5,0,6.67,10.59,43.49,0.34,0.02,4.31,2.18,0.54,2.45,1.47,10.54,68.51,5.34,10.65,7.02,2.5,7.31,1.55,960.82,33.24,0.57,2,0.51,11.93,2.66,0.32,62.99,5.82,0.12,0.02,2.07,0.04,0.9,0.28,1.39,2.25,0.48,4.64,1.17,0.05,9.78,0
3.87,39.73,123.06,0.02,14.94,33.6,9.98,6.12,54.79,2.83,29.29,22.29,45.63,17.06,15,18.92,80.01,22.99,6.7,16.45,9.61,6,15.52,19.88,11.27,10.97,5.45,2.05,6.53,6.91,21.02,19.12,1.71,8.37,73.43,101.44,0.79,104.23,10.44,12.63,450.32,0.26,16.55,37.12,27.9,1.06,2.87,235.43,4.91,9.84,19.46,9.46,10.6,0,33.2,19.74,6.79,0.79,10.94,17.1,6.26,7.46,25.6,14.16,0.14,28.8,2.57,3.04,1.82,0.02,10.28,3.83,2.51,18.02,0.85,10.35,75.44,35.74,2.22,0.49,0.29,17.58,0.14,2.51,2.63,1.16,30.8,5.87,42.21,45.2,15.58,0.19,7.88,0,12.89,20.6,64.29,0.56,0.05,2.28,4.05,1.05,5.81,2.55,14.94,82.17,6.18,10.37,31.18,1.15,2.76,0.14,164.01,9.15,0.23,0.65,0.39,16.3,26.49,10.85,1685.96,110.99,0,0,0.71,0.07,0.8,0.05,0.25,6.17,0.08,98.57,0.34,0.02,41.65,0.11
4.06,49.9,34.77,0,13.83,34.45,7.83,23.84,24.56,1.53,6.85,1.24,20.94,7.83,6,19.45,34.28,4.86,4.42,14.23,6.93,5.74,20.97,8.76,11.32,1.46,4.45,1.17,23.36,5.56,15.12,14.86,1.46,7.75,65.56,82.04,0.65,44.49,6.87,7.08,244.41,19.4,7.03,15.95,9.22,0.03,4.99,282.32,5.95,5.82,46.74,26.49,3.95,0.2,21.9,9.73,5.47,0,7.48,18.28,4.08,6.72,34.48,5.44,2.81,18.8,1.72,5.42,1.18,0.02,4.91,1.7,3.27,5.16,0.92,10.11,25.85,26.22,1.91,0.75,0.02,17.92,2.37,2.57,2.15,0.54,21.78,5.7,23.01,41.64,10.13,0.16,6.09,0,8.71,15.34,45.3,0.22,0,2.56,1.73,0.85,3.86,1.72,7.69,34.32,11.34,13.82,29.93,0.97,2.28,0.38,1282.82,18.67,0.13,1.25,0.14,18.92,0.61,0,46.28,3.86,0,0,1.57,0.11,1.13,0.98,0.72,5.12,0.62,1.33,1.91,0,17.42,0.14
5.09,35.18,99.32,0.02,15.62,19.18,12.13,2.76,16.02,2.77,35.95,12.56,6.5,4.19,18.37,129.08,66.32,22.21,10.83,8.75,6.38,2.57,59.28,22.79,24.97,1.18,1.91,4.89,25.31,9,47.79,10.61,1.41,10.25,158.76,119.38,0.6,38.55,9.68,3.73,290.43,4.08,7.12,23.23,12.61,0.75,1.74,812.65,5.49,6.94,95.17,9.65,9.27,0,13.1,8.25,8.93,0.59,6.9,37.85,4.34,7.13,30.25,7.73,2.07,23.03,1.48,8.75,2.18,0.01,7.87,2.99,7.59,11.29,0.4,13.03,66.7,17.19,2.79,0.13,0,10.65,0.81,5.44,1.42,2.91,27.27,3.82,30.72,58.19,16.04,0.07,6.5,0,8.43,19.89,66.29,0.35,0.05,4.13,2.91,0.75,4.93,2.56,22.89,82.85,10.39,9.33,11.19,0.43,0.99,0.1,736.74,23.49,0.1,0.42,0,9.63,1.06,0.08,23.81,9.19,0.29,0.09,1.09,0.68,0.33,0.2,0.45,1.37,0.12,2.09,6.53,0.06,34.24,0.2
3.59,31.69,50.22,0.13,41.72,22.81,6.48,22.62,17.43,1.52,6.16,9.39,36.85,5.03,6.19,118.46,29.57,6.38,1.18,9.76,6.53,4.53,29.05,10.94,8.52,1.19,4.59,3.8,17.51,8.64,1.91,13.35,1.39,8.58,74.42,122.29,0.04,47.01,10.35,6.92,165.16,15.58,7.19,22.32,11.77,0.04,4.9,758.89,5.21,7.11,122.87,28.86,6.61,0.01,16.85,7.36,8.71,0,7.43,19.83,4.96,3.28,173.39,3.73,10.51,19.1,2.82,5.07,0.95,0.05,4.12,2.79,10.07,5.23,0.23,2.74,71.11,21.28,3.19,0.31,0,5.76,1.47,2.34,0.56,0.69,16.86,5.32,45.62,44.35,9.14,0.29,12.31,0.04,8.55,11.19,44.02,0.13,0.01,1.55,0.57,1.42,4.25,2.43,12.81,67.55,11.07,13.01,28.32,0.27,0.88,0,306.52,10.43,0.46,0.47,0.31,14.47,5.28,0.45,97.18,10.61,0.1,0,0.03,0.49,0.93,0.59,0.17,3.66,1.16,18.4,1.92,0.05,17.95,0.15
3.46,19.09,35.5,0,7.96,31.83,16.23,10.23,28.79,0.38,1.71,0.12,0.07,2.29,2.15,1.85,62.81,10.62,14.68,15.47,6,3.43,14.9,9.06,10.87,0.1,2,0.08,15.5,2.38,76.35,14.23,4.64,8.6,99.32,307.2,2.61,48.06,10.66,9.68,135.99,0.15,14.62,21.51,8.95,0,3.2,12.23,3.83,6.88,2.49,42.06,9.69,0.06,17.06,24.09,6.66,0,15.36,14.56,3.58,5.6,16.12,5.33,7.5,18.3,1.34,3.03,1.74,0.01,5.66,0.89,11.04,10.98,0.18,2.55,217.35,24.64,1.96,0.04,0,13.21,0.03,4.31,33.78,0.62,14.11,3.63,29.79,59.83,9.68,0.01,0.14,0,6.49,6.38,32.13,0.37,0.01,4.25,0.15,0.67,6.61,2.18,18.88,68.02,2.8,19.27,0.21,0.09,0.8,0.08,229.63,7.41,0.09,0.8,0.09,10.12,0,0,1.02,0,0.03,0,0.85,0.03,0.82,0,0.09,1.29,0.29,0.06,2.19,0.03,18.37,0
2.8,28.01,18.19,0,2.68,19.52,13.76,60.32,25.33,0.16,2.75,0.76,0.08,2.94,7.57,0.44,31.74,8.44,1.53,8.04,2.42,3.35,6.57,5.5,8.57,0.15,1.34,0.15,19.42,3.82,0.65,12.97,1.43,2.57,25.9,27.98,0.56,8.27,6.18,5.06,101.9,23.67,4.33,7.52,7.68,0,4.12,3.55,5.74,4.5,12.07,11.67,4.09,0.25,8.81,3.31,4.97,0,3.79,9.86,1.07,1.83,0.36,5.77,1.58,5.47,0.3,3.04,0.91,0,2.79,0.78,1.47,4.77,0.03,2.22,32.08,13.54,1.69,0.9,0,12.44,2.7,0.86,0.49,3.64,17.1,2.91,3.29,16.92,6.1,0,0.65,0,9.4,12,62.96,0.14,0,3.28,0.55,1.37,1.4,0.59,8.1,28.76,2.05,5.97,3.48,64.19,41.02,31.98,333.17,70.1,10.49,25.61,10.06,11.52,0,0,0.99,0,0,0,0,0,24.41,1.92,22.28,6.64,484.48,0.17,0.31,0,9.94,0
5.12,35.25,29.26,0,18.72,26.53,7.81,24.56,50.81,0.67,5.74,0.38,10.99,14.96,0.92,17.97,44.94,9.67,11.03,11.36,6.27,3.09,12.16,7.1,9.19,3.31,4.27,1.35,15.53,5.31,6.45,9.3,4.79,9.12,187.2,150.91,4.43,60.81,9.85,14.53,387.37,0.81,12.95,22.59,9.22,0.05,2.15,133.35,4.54,7.9,32.46,16.7,10.9,0.04,11.84,12.39,5.22,0,24.41,13.76,4.15,4.51,58.64,7,0.47,26.9,2.03,4.73,0.9,0.06,9.21,1.48,4.08,17.94,0.66,3.63,43.97,15.15,1.59,0.22,0.03,35.8,0.03,3.48,18.89,0.93,17.16,9.73,23.39,31.64,17.43,0.21,4.38,0,14.12,13.15,45.8,0.81,0.07,2.23,0.17,1.21,5.1,2.27,13.11,59.61,4.83,13.98,10.24,1.28,0.97,0,800.66,17.92,0.2,0.4,0.41,12.89,1.53,0.75,86.27,8.29,0.08,0,0,0.18,0,0,0.22,4.46,0.45,16.06,0.45,0,26.85,0
7.17,25.16,41.31,0.05,19.75,26.93,8.86,10.19,24.9,4.47,64.63,1.42,84.4,9.81,5.75,64.01,49.86,24.39,5.54,12.69,5.71,2.73,18.19,9.26,15.5,13.88,5.24,5.86,18.39,11.67,10.27,9.51,1.67,5.06,84.22,68.89,0.35,47,11.48,6.07,324.66,19.69,12.72,13.61,10.91,1.07,3.86,760.68,3.83,6.26,103.62,19.3,9.39,0.03,11.02,13.68,4.94,0.9,7.91,21.59,6.24,6.59,77.47,9.68,0.93,13,3.29,4.83,0.94,0.7,9.51,5.3,4.81,9.83,1.35,7.51,32.11,14.15,1.85,0.19,0.17,15.49,0.35,2.48,0.87,2.48,20.06,7.36,33.47,25.24,11.03,0.38,18.4,0,8.76,14.12,68.19,0.67,0.04,2.98,2.43,1.48,3.55,2.62,13.85,82.7,5.5,17.32,56.14,62.49,47.85,45.32,450.47,39.37,28.6,26.83,12.49,12.28,23.83,7.68,1245.35,131.25,0.06,0,0.97,0.09,9.19,1.17,8.67,15.02,215.82,47.46,0.17,0.03,18.82,0.12
2.26,40.16,35.47,0,8.64,14.92,4.74,37.74,20.11,0.81,27.66,1.31,8.68,6.11,1.51,32.37,81.34,2.06,2.16,6.17,3.22,1.63,15.04,13.75,13.7,1.19,3.38,1.94,8.16,10.4,0.09,7.16,0.85,13.78,67.02,119.94,0.13,69.02,7.65,3.76,100.93,18.91,11.45,21.55,11.27,0.06,12.57,381.95,3.41,8.76,55.62,60.86,5.52,0.5,1.64,6.42,9.8,0,3.29,11,4.43,4.61,28.17,2.98,6.34,16.83,0.89,2.77,0.65,0.02,7.66,1.15,7.09,6.2,0.44,0.78,126.61,17.09,1.54,0.1,0,3.11,1.25,0.68,0.56,0.05,14.44,6.15,19.29,67.49,12.34,0.13,3.82,0,7.09,12.89,38.48,0.26,0,2.65,0.11,0.6,2.01,0.94,9.88,67.7,8.35,16.33,9.97,78.77,56.35,33.01,3204.06,121.06,6.84,32.58,5.41,8.71,0.41,0.29,10.4,0.51,0.15,0,0.12,0.21,4.85,0.93,9.32,1.07,714.62,0.1,0.95,0,17.86,0.65
5.79,36.36,63.1,0.21,15.42,22.78,12.52,7.54,42.33,3.98,62.59,3.01,23.89,8.24,15.51,30.32,50.52,4.89,1.81,9.7,3.77,3.96,23.96,21.85,18.57,4.56,6.52,1.89,17.27,6.67,4.97,11.67,1.44,13.85,101.15,96.14,0.63,40.46,22.68,7.45,329.81,2.82,11.14,37.49,19.4,0.23,1.78,412.87,6.12,9.81,106.5,13.19,10.3,0,7.88,7.65,8.04,0,13.8,21.26,4.27,6.81,24.76,3.69,11.16,22.39,1.69,6.95,1.44,0.11,14.94,6.33,18.45,15.15,1.44,2.84,77.93,16.43,2.33,0.28,0.05,31.62,0.56,2.31,1.64,10.45,26.99,6.18,35.79,64.37,12.5,0.18,11.54,0.03,16.86,12.95,116.6,0.19,0.1,15.76,3.05,1.31,5.1,1.34,14.28,117.66,17.81,11.31,27.19,0.57,0.87,0.15,951.17,18.61,0,1.63,0,15.47,3.84,0.94,211.67,10.73,0.07,0,0.58,0.21,0.17,0.41,0,6.82,0.18,3.21,0.36,0.15,19.53,0.16
3.88,33.01,71.28,0.07,10.33,33.34,16.22,3.22,18.96,3.32,4.94,133.76,31.29,8.12,10.59,32.66,41.71,17.29,9.45,12.34,6.22,5.84,19.53,10.77,13.71,5.47,5.62,7.08,10.72,9.41,22.86,14.41,2.38,8.1,71.55,62.3,0.34,31.99,8.31,7.46,133.54,17.99,17.75,23.72,26.38,0.04,2.28,309.52,5.47,8.92,51.54,7.09,6.52,0.47,6.96,14.26,7.97,0.5,10.89,12.77,5.22,6.34,43.2,11.6,0.21,16.98,1.77,2.63,0.51,0.08,8.08,1.2,13.84,12.06,1.29,7.52,38.18,17.68,2.35,0.66,0.06,10.45,0.36,3.7,0.28,2.03,20.96,6.77,20.42,29.77,13.82,0.16,6.74,0,11.47,11.8,48.59,0.58,0,4.28,8.36,0.79,8.08,0.88,16.61,75.04,15.21,17.07,24.42,163.03,115.78,105.12,841.26,44.28,60.56,60.86,21.48,17.46,0.52,0.12,96.42,0.96,0.24,0,3.65,0.06,9.54,0.84,6.94,7.69,175.5,1.94,2.42,0,24.09,0.16
3.58,38.56,35.74,0,15.55,31.17,14.36,10.78,22.2,2.67,120.45,1.98,6.6,11.03,12.86,15.64,53.4,9.02,12.26,7.99,5.68,3.48,20.64,8.91,11.22,1.87,2.75,6.57,15.75,4.88,42.26,8.06,0.39,7.94,65.88,92.25,0.24,35.93,7.64,6.32,282.33,1.68,7.66,9.63,6.98,0.1,2.21,281.31,6.33,5.07,30.48,10.37,6.73,0.01,21.51,10.24,4.41,0.04,9.44,16.04,2.51,2.5,17.94,8.87,0.37,15.52,1.68,4.2,1.01,0.03,5.59,1.32,19.9,6.72,0.55,9.55,29.47,11.57,1.55,0.11,0.2,25.81,0.39,2.6,4.26,1.68,14.71,3.92,20.35,28.41,12.67,0.05,3.24,0,8.76,11.29,40.79,0.74,0,2.27,4.2,1.07,2.65,16.17,12.08,56.59,6.31,9.86,8.11,1.39,5.84,1.31,1847.93,18.23,0.28,2.28,0.42,16.71,0.35,0,33.44,2.65,0.03,0.04,1.36,0.05,1.45,0.72,1.42,2.71,1.7,0.94,0.12,0.08,41.94,0.14
2.46,16.86,17.75,0.06,38.77,10.14,4.27,26.23,9.43,0.01,0.18,0,0.03,1.71,3.2,0,33.66,13.48,0.17,4.28,6.69,4.16,17.59,7.8,3.3,0,1.29,0.07,12.95,3.76,26.18,13.25,0.04,3.26,66.08,149.13,0.13,27.69,3.61,4.31,54.58,15.83,9.18,8.93,6.27,0.19,10.77,0.02,6.59,5.84,71.94,1.28,6.4,0.04,7.02,4.54,4.51,0,5.73,15.68,1.16,0.8,0.01,2.79,1.24,14.96,1.05,3.58,1.08,0,2.67,1.79,0.24,4.49,0,0.5,61.94,25.65,1.66,0.21,0,5.12,0.02,3.27,0.01,5.12,14.96,5.27,21.19,35.84,8.4,0,0.43,0,6.46,12.78,17.13,0.28,0,0.6,1.37,1.45,1.77,2.01,2.75,19.35,0.45,7.15,0.01,6.36,16.62,2.64,901.01,308.56,21.79,10.72,0.94,4.87,0,0,0,0,0.22,0,0,0.01,0.49,1.49,0.83,0.27,0.43,0,1.46,0,32.1,0.03
