"SS18L2","SLC30A9","SLAMF7","PITHD1","NDC1","ALDH18A1","PLPP1","SLC44A1","TOP2B","TM9SF3","AACS","TESC","UNC13D","SIRT1","ABL1","SNPH","CRISPLD2","FOXF1","PRSS33","DKK4","CCL24","SFRP4","PKD2L1","LAMTOR3","MLEC","CILK1","TUSC2","SF3B1","FARSB","ICMT","ELAPOR1","SCAMP3","AKR1A1","STX12","EPHX2","NUDT10","PLP1","ATG4C","HNRNPH2","SAT1","ACE2","MAP3K10","SLC35D2","ADGRE3","SH3BP5","PPP1R1B","MATN2","SARAF","UBQLN1","GLS2","IGF2BP3","SLC31A1","GPAT3","MTMR6","SUOX","NABP2","SLAIN1","TRIM65","IGFBP4","IL19","WDTC1","PRUNE1","SELENBP1","ARNT","CTDSPL","LRIG1","DOCK11","RSU1","ADRA2A","CRIM1","RILPL2","QDPR","SPARCL1","RPIA","THY1","C16orf74","MAGED4","ACSS1","PXYLP1","BRPF1","ZFYVE9","TMED6","ICOSLG","UBE2Q1","COX7A1","AQP5","PMVK","SNHG16","ZNF589","WDR82","SCRG1","SVEP1","NDRG2","PKD1L2","MFAP4","URM1","ZNF528","NUDT8","ENTPD3","APEX2","CRTAP","RNF34","LRRN3","MSL2","DES","KCNE3","MAGEF1","SPTY2D1","AMIGO1","SYNM","FAM43B","ATP6V0A2","NDUFA4L2","LEMD1","NKRF","ENTPD5","ZDHHC9","MPZL1","MAN1A2","FAM3D","TUSC1","RN7SKP72","RN7SKP250","SNORA38","RN7SKP76","SAMD13","HSPA1A","RNVU1.7","IGLV6.57","IGLV2.23","IGLV2.14","IGLC1","IGHA2","IGHA1","IGHV3.15","IGHV3.49","LTC4S","TMEM167B","GPR89P","RPS27AP11","SIRPAP1","SEC63P1","LINC01713","LINC02038","PFN1P3","CYCSP52","RN7SL507P","RN7SL709P","IGKV1D.16","IGKV3.11","INMT","RN7SL504P","RN7SL299P","RN7SL278P","RN7SL679P","MARS2","OR7E28P","ATXN7L3B","DENND11","TMEM238L","LINC00667","RN7SL664P","RN7SL451P","RN7SL300P","SETBP1.DT","MIR497HG"
13.38,35.27,3.97,20.7,15.73,48.16,22.81,42.32,42.62,232.47,13.29,24.2,3.73,11.85,13.7,0.84,35.16,4.04,0.15,2.1,8.81,183.75,0.98,27.97,36.37,9.74,7.55,101.26,21.21,28.91,20.77,17.45,52.02,29.19,32.06,0.32,0.72,5.08,35.93,202.14,25.48,2.11,27.17,0,10.86,92.01,23.62,145.79,41.89,0.56,18.08,12.37,3.9,11.17,8.12,12.72,14.39,8.55,76.63,0,11.15,9.19,26.64,13.31,26.79,19.7,5.39,25.32,20.03,38.53,8.15,8.55,137.17,11.57,50.55,0.5,0.66,12.58,7.92,6.36,13.1,1.03,6.33,19.7,5.43,3.72,9.49,53.02,3.36,28.71,0.66,11.98,41.11,0.39,45.28,17.08,11.47,6.98,2.46,4.8,44.24,15.32,2.45,13.07,0.58,69.53,17.71,12.44,2.33,2.91,1.17,11.87,2.86,1.53,6.06,11.5,18.53,87.99,18.74,14.39,2.23,0,0,4.14,0,5.36,55.77,329.13,13.02,79.87,217.07,439.46,309.2,613.84,56.11,13.44,1.17,21.27,0.21,0,0.49,0.72,0.49,1.98,0,0,2.37,0,2.73,79.63,20.48,0,0.28,0,10.99,5.1,0,36.84,17.11,5.17,15.88,0.76,0.26,6.73,0.57,1.6
8.39,39.96,3.67,11.95,11.27,27.21,35.01,53.4,29.12,187.54,11.97,37.37,9.67,8.7,13.08,0.9,42.25,9.1,0.01,4.73,1.46,67.34,0.24,46.58,35.89,9.57,5.48,104.23,10.53,31.51,5.26,18.29,32.32,18.82,2.61,0.39,0.04,3.65,45.8,351.75,28.89,2.31,26.53,0.12,9.8,6.29,24.94,134.92,46.95,0.16,19.14,9.55,9.89,10.17,5.17,15.87,4.99,4.1,92.25,0,7.65,8.3,33.44,17.87,19.71,5.69,4.37,32.99,4.16,37.56,6.11,7.19,120.82,6.5,45.19,0.28,2.32,11.18,7.75,3.52,9.95,0.3,3.42,27.84,5.68,29.14,9.12,36.63,1.44,19.41,0.58,8.22,41.03,0.33,24.27,14.25,6.56,1.34,4.08,4.39,29.18,17.96,0.61,13.4,0.55,48.46,13.35,17.44,4.98,3.13,1.17,6.47,6.76,1.76,5.11,21.08,27.31,99.99,21.96,19.06,2.71,22.9,36.54,4.51,10.28,2.11,12.58,446.36,1.76,11.4,31.24,84,48.69,100.24,8,3.12,0.66,19.2,0.3,0.39,1.21,0.58,0.02,8.41,0,0,5.38,43.02,0.63,17.93,9.76,6.23,112.1,4.2,122.81,2.3,0,36.63,17.11,2.29,9.63,2.2,198.3,6.42,0.19,1.5
14.66,31.45,3.27,13.68,13.61,38.08,27.27,31.42,49.09,230.7,12.7,88.19,4.77,11.71,10.47,0.89,52.45,4.72,8.04,2.9,20.53,115.2,0.53,23.35,26.66,7.97,8.37,111.97,17.77,24.93,68.72,13.39,55.89,17.63,6.5,0.3,0.62,4.54,54.79,381.67,23.46,2.07,17.31,0.25,11.15,135.43,28.64,153.31,34.04,0.98,5.77,11.48,2.65,13.25,5.75,9.82,8.42,7.17,100.14,0.02,6.75,8.69,12.74,14.32,28.52,16.45,6.1,42.24,30.7,20.73,6.96,8.74,117.54,11.2,41.88,0.21,2.15,9.95,6.62,5.98,10.02,3.09,4.1,21.94,5.99,79.42,10.37,72.11,4.55,30.6,1.43,9.54,39.84,0.19,36.09,8.87,5.12,3.19,3.66,6.78,50,16.33,1.86,13.46,2.13,41.02,15.89,14.68,1.81,1.69,0.45,13.74,2.53,11.65,8.68,3.88,22.45,73.83,19.48,60,3.26,20.4,28.46,20.84,5.31,4.29,51.19,793.14,1.82,21.82,37.73,82.29,46.24,166.88,11.98,4.43,1.14,19.7,0.01,0.96,0.06,0.76,0.14,1.94,0.05,0,6.98,36.81,1.82,30.72,11.35,6.6,176.57,5.72,259.73,4.11,0.08,38.51,11.07,5.86,14.72,4.81,439.49,4.63,0.3,1.54
8.51,21.94,2.12,12.43,6.05,19.22,12.18,30.14,33.64,152.3,16.51,28.8,14.2,10.57,9.22,0.43,28.62,3.25,0.05,0.35,2.57,48.21,0.14,22.99,54.28,7.18,4.87,137.85,9.94,16.17,3.26,18.13,28.85,20.84,2.82,0.16,0.18,3.51,34.85,445.3,4.6,7.67,12.66,0.61,5.79,6.97,6.5,103.34,33.03,0.23,16.35,6.92,2.21,11.6,4.4,6.91,4.66,5.42,96.13,0.35,7.49,6.52,14.66,17.02,9.15,6.85,5.18,26.4,1.3,26.9,4.31,3.73,53.1,4.88,27.41,0.79,1.85,2.39,5,2.82,5.31,0.54,3.45,20.2,4.87,7.08,6.65,22.13,2.58,18.12,1.25,5.11,17.46,0.5,12.06,8.34,15.9,0.97,0.9,4.68,36.83,19.9,0.27,10.92,1.94,6.98,9.9,11.53,0.68,1.77,0.25,11.32,2.1,6.16,4.16,6.43,11.77,89.06,14.01,1.08,1.8,20.41,41.37,13.32,10.18,1,57.45,1145.12,0.88,3.07,9.87,17.57,9.46,39.83,1.89,0.07,2.07,15.24,0.07,0.48,0.44,0.56,0,0.23,0,0,7.47,59.6,0.17,2.87,9.97,8.7,168.82,5.01,168.46,1.41,0.03,20.4,10.95,0.38,6.32,1.85,271.9,7.59,0.24,0.82
10.55,38.96,7.16,15.05,6.37,28.81,25.56,49.76,46.07,173.51,12.12,150.3,18.5,9.21,13.32,0.78,62.91,6.8,6.32,5.1,5.8,151.46,0.31,42.2,31.9,6.34,9.09,113.8,12.9,12.46,10.33,17.69,35.87,20.29,9.67,0.29,0.46,3.73,45.85,215.6,5.03,2.6,30.59,0.59,15.22,74.82,27.89,140.24,47.74,0.99,5.98,12.73,3.43,13.21,7.35,13.38,8.9,6.75,116.54,0.02,7.65,8.34,42.13,18.5,28.54,14.47,5.88,28.13,8.78,33.55,9.71,6.65,105.39,8.61,53.5,0.3,1.63,14.69,8.64,4.7,9.27,2.38,7.8,27.86,9.22,22.86,11.58,53.12,3.61,33.61,1.86,11.75,38.06,0.46,49.72,15.62,10.34,2.6,5.02,4.72,54.87,14.72,0.91,12.57,2.93,55.7,16.87,12.56,2.89,2.53,0.52,12.41,2.08,3.09,6.11,11.74,15.17,98.05,12.88,22.03,3.14,0.2,0.69,10.56,0.09,2.28,34.36,118.82,2.76,5.58,16.76,23.44,32.97,104.7,7.8,1.63,1.38,17.76,0.02,0.06,0.04,0.4,0.11,2.49,0,0,0.58,2.71,0.6,10.24,14.54,0.12,0.41,0.96,8.82,2.85,0.06,38.49,9.33,2.46,13.56,0.8,1.29,1.24,0.79,2.83
8.6,30.35,2.02,15.03,13.07,16.28,18.01,28.34,46.97,65.9,8.03,67.05,13.65,11.59,11.56,0.8,47.78,4.07,0.38,0.63,7.67,43.31,0.64,24.91,24.57,5.93,7.23,120.04,17.65,27.3,0.85,13.66,41.44,15.44,4.74,0.3,0.9,3.01,36.71,384.31,0.52,3.07,9.98,1.29,13.59,6.2,8.59,109.25,28.12,0.52,2.34,8.02,3.59,9.45,5.14,10.07,6.32,7.38,83.39,0.04,8.75,5.61,7.42,14.6,34.26,24.04,7.44,40.67,5.36,38.48,7.04,6.56,73.1,8.14,48.38,0.2,3.09,4.58,7.88,4.58,6.57,0.14,3.59,20.76,3.49,0.39,8.99,49.44,4.64,29.37,0.72,3.5,18.34,0.53,6.8,7.96,7.36,3.09,2.79,4.06,38.25,10.72,0.19,12.46,0.25,26.63,15.53,12.5,0.72,1.55,0.74,8.22,1.74,13.02,4.64,4.8,14.67,86.5,13.81,0.39,1.39,0,0.37,50.8,0.12,1.68,88.89,1047.83,4.64,4.04,38.21,18.95,9.82,49.04,8.53,5.38,1.2,14.37,0,0.08,0.34,0.53,0.08,0.75,0,0,0.64,1.73,0.48,16.91,13.75,0,0.28,1.48,7.58,2.02,0.12,28.93,14.28,0.1,7.51,0.78,1.59,0.99,0.28,1.16
9.53,24.92,7.96,13.2,6.82,27.02,16.18,32.13,38.56,79.87,12.41,129.18,7.2,8.16,16.42,0.56,40.28,2.13,13.45,0.75,8.01,18.47,0.34,18.01,39.15,6.48,7.19,109.55,14.81,15.16,1.15,27.27,32.6,18.2,4.61,0.43,0.23,4.92,40.47,255.88,8.5,2.96,15.21,1.13,18.03,125.63,42.42,131.23,67.2,0.67,7.76,12.94,1.91,11.06,7.49,13.85,3.42,6.31,112.6,3.4,7.88,7.63,5.18,21.34,24.62,32.63,10.32,42.57,15.15,33.19,12.49,7.66,59.49,5.81,49.94,0.75,2.61,6.26,5.52,4.84,5.46,0.15,3.2,36.85,3.4,36.29,10.33,56.22,4.22,28.36,0.83,2.66,36.28,0.22,12.08,13.89,4.57,1.09,1.42,5.01,68.8,18.54,1.44,15.71,4.67,5.23,11.85,10.99,1.32,2.91,0.17,11.51,3.98,2.45,5.78,2.69,15.04,112.02,11.86,25.11,2.55,0.97,0.67,19.11,0.29,0.51,465.37,3182.73,4.93,38.92,114.03,341.02,27.85,169.1,685.65,10.62,0.56,16.41,0.05,0,0.7,0.51,0.06,1.69,0,0,0,1.88,2.7,116.06,6.72,0,0.57,1.75,6.33,2.62,0.03,18.85,7.85,0.38,12.17,1.13,1.26,0.98,0.41,1.04
8.24,21.01,4.09,12.33,8.01,20.97,16.96,42.76,39.59,80.7,12.82,16.44,7.12,7.03,15.07,1.03,24.2,2.24,0.17,0.58,0.8,78.57,0.3,19.41,35.85,7.45,6.19,123.28,9.36,23.11,8.47,16.66,40.7,17.69,2.37,1.22,0.28,3.89,43.28,199.44,0.56,3.51,5.68,0.31,16.85,26.75,12.75,119.91,27.99,0.42,5.5,9.73,1.36,11.76,6.47,10.14,3.12,5.28,105.17,0.12,8.09,9.03,8.08,20.05,21.26,20.52,9.46,27.55,6.92,27.39,9.45,5.68,108.27,4.57,80.86,2.47,2.98,1.62,5.31,3.88,5.78,0.41,4.08,23.6,7.52,32.58,8.3,42.34,2.7,28.19,1.97,6.55,28.78,0.27,23.88,7.78,8.83,1.21,1.92,2.8,58.02,10.5,0.55,10.86,4.64,4.65,16.05,11.91,0.45,3.04,0.51,7.25,3.59,17.56,5.08,2.59,12.12,98.1,15.01,11.31,2.58,0.47,0,19.5,0,1.19,35.85,1698.25,6.86,21.4,84.95,101.53,151,451.44,53.86,8.02,1.09,18.13,0.06,0.29,0.02,0.6,0,0.53,0,0,0.93,2.87,6.13,22.67,10.19,0,0.39,1.26,7.79,2.03,0.14,19.06,11.72,0.11,10.75,1.01,1.6,1.07,0.26,2.67
4.46,25.44,3.47,9.37,4.6,13.64,9.47,15.23,31.77,91.43,20.53,74.42,12.31,6.02,10.8,1.07,27.15,2.59,0.53,0.52,12.29,15.58,0.02,16.45,20.76,6.44,4.87,74.74,10.46,13.24,19.25,13.15,23.19,10.76,6.34,0.07,0.24,2.2,22.42,247.34,14.34,4.93,7.49,0.19,6.37,25.11,18.08,65.55,22.66,0.82,9.41,6.72,3.12,6.22,7.1,6.8,4.93,3.95,93.29,0,8.55,7.63,22.95,16.45,13.91,16.95,1.81,17.25,20.7,31.65,5.46,6.46,28.91,4.7,8.54,1.36,1.29,7.03,5.33,5.49,6.52,2.55,4.68,19.18,2.51,52.06,8.06,15.83,3.78,21.13,0.3,3.54,53,0.99,8.51,6.61,24.12,4.15,4.42,3.64,12.72,14,0.32,9.28,2.04,21.89,11.45,14.18,1.87,1.42,0.38,10.67,1.48,5.96,3.82,12.16,13.42,49.07,10.17,20.08,2.18,20.28,30.48,34.49,5.53,1.61,77.08,1367.45,0,0.79,0.57,1.96,2.25,6.55,0.51,0.1,0.75,9.58,0.11,0.5,0.05,0.4,0.09,1.65,0.23,0,17.97,45.29,0,0.47,5.69,22.72,152.44,3.42,367.34,1.71,0.14,25.37,10.62,2.35,8.17,5.5,548.81,8.03,0.3,1.41
1.2,7.3,1.71,3.63,1.7,8.38,4.27,3.35,17.96,19.72,14.41,75.53,30.45,3.51,6.09,0.4,11.24,1.31,0.5,0.27,0,0.82,0.03,8.05,9.93,1.77,1.75,54.64,3.51,3.55,13.1,2.09,18.73,5.37,2.75,0.16,0,1.51,7.71,120.13,6.03,3.51,8.05,0.24,9.12,9.17,26.97,17.07,11.43,0.49,8.44,7.09,3.5,2.52,6.3,4.11,3.64,3.03,16.75,0,3.63,3.04,13.82,10.85,6.84,9.52,1.04,7.37,2.13,15.9,3.88,2.39,20.06,3.25,5.2,0.09,2.45,6.08,2.04,4.58,4.49,0.09,3.14,8.35,0.42,14.44,3.24,19.41,1.91,7.14,0.86,0.4,31.69,1.65,5.31,3.95,13.06,0.89,0.75,1.18,8.92,6.94,0.04,5.05,126.11,12.52,3.29,8.24,0.28,10.71,0.03,7.44,1.07,1.25,3.37,4.55,7.27,13.59,3.9,10.14,0.76,16.12,14.17,99.62,3.31,1.05,467.93,5120.35,0,0.17,0.43,2.52,3,4.41,0,0,0.3,2.71,0.32,0.42,0.13,0.19,0.09,1.45,0,0,48.43,66.94,0,0.44,8.33,83.57,209.84,4.3,1028.5,0.88,0,9.46,4.91,0.83,6.2,13.39,1854.48,16.83,0.04,0.47
7.9,46.28,3.68,14.53,9.56,35.44,13.93,30.55,25,134.36,6.38,62.21,9.2,10.47,14.76,0.46,46.12,2.74,0.13,0.54,2.19,35.08,0.4,20.82,20.77,7.79,4.75,108.38,15.99,21.49,1.43,23.28,33.83,18.45,3.55,0.2,1.42,2.76,49.65,522.83,1.45,3.3,33.5,0.32,9.42,11.08,5.61,76.24,68.76,0.11,24.76,15.87,2.51,12.98,3.47,7.54,0.8,5.8,131.35,0,8.25,8.38,11.78,13.69,36.83,10.65,5.63,25.82,18.75,24.02,3.91,8.37,94.8,8,35.41,4.32,1.17,8.29,5.07,3.42,6.81,0.69,7.95,24.97,4.23,36.59,12.77,38.3,3.22,19.53,1.56,5.96,19.59,0.24,22.35,22.63,6.47,4.18,0.22,4.74,24,10.07,0.38,12.08,7.74,12.51,17.21,16.24,0.46,2.84,0.3,6.47,5.69,16.07,6.25,2.9,22.58,86.57,13.22,7.98,2.46,0,0,19.48,0.34,0.81,197.23,546.74,2.37,2.02,9.19,21.67,14.24,54.37,7.18,0.29,1,14.33,0.21,0,0.27,0.47,0,0.53,0,0,0.29,0.77,0.14,8.64,9.85,0.37,0.1,0.29,8.15,3.06,0,23.13,11.2,2.63,9.75,0.37,0.67,2.72,0.23,0.85
4.4,27.37,2.63,16.02,6.17,24.48,30.63,21.08,42.98,92.11,13.1,35.69,3.35,9.14,23.77,2.75,36.55,19.07,10.14,1.37,6.89,50.83,0.19,17.08,35.42,10.49,5.87,99.13,16.02,20.72,16.54,12.03,41.58,21.48,9.87,0.74,1.95,4.7,38.14,116.71,2.77,4.71,14.04,0.05,11.27,33.31,22.84,59.31,35.21,0.36,17.69,9.16,1.45,9.03,9.52,9.1,5.87,5.47,145.39,0.11,12.15,6.99,26.7,16.52,24.81,76.16,13.69,32.78,24,53.51,10.14,7.19,383.24,6.68,47.11,0.38,0.79,7.35,5.11,5.59,12.49,1.09,4.4,19.17,17.62,22.55,7.98,23.91,6.14,26.91,5.85,7.14,51.29,1.25,109.77,14.65,24.32,3.28,4.05,3.62,40.5,17.61,0.46,13.99,2766.67,54.01,14.53,9.4,4.63,341.42,0.16,10.21,3.28,2.85,6.54,12.06,16.43,58.27,17.12,14.41,1.4,20.01,31.11,2.64,5.09,3.81,57.16,406.68,0.09,3.2,3.6,19.96,29.81,75.09,2.62,0.37,1.29,17.63,0.3,0.09,0.2,0.26,0,3.28,0,0,7.91,24.02,0.33,5.35,33.56,9.09,94.48,1.53,157.35,3.44,0.09,26.69,12.48,1.59,23.44,1.58,266.64,4.9,0.66,3.42
8.2,25.31,1.91,9.29,7.22,15.87,17.03,25.95,47.44,65.33,6.98,52.42,22.12,4.23,18.76,1.18,14.25,1.42,0.56,0.64,0.56,9.54,0.15,22.37,21.9,8.09,7.53,123.19,11.37,19.32,2.22,19.6,26.98,16.37,1.94,0.54,0.02,3.06,40.31,208.37,0.65,3.77,6.86,0.13,13,82.31,3.1,104.85,45.72,0.49,29,9.85,1.71,7.56,7.32,8.76,6.82,6.07,73.69,0,11.07,6.38,20.94,15.51,23.19,18.56,4.04,16.22,2.58,41.82,4.73,2.8,22.61,10.64,33.72,3.03,2.46,6.25,5.05,5.54,4.79,0.09,1.58,22.09,3.59,68.72,8.13,36.58,5.66,31.12,0.11,1.6,28.68,1.63,4.15,13.51,20.84,3.19,1.29,3.88,26.52,9.29,0.1,12.94,0.55,5.51,19.81,14.86,0.47,0.86,0.33,5.98,3.6,5.79,5.82,11.32,17.73,64.54,13.47,16.32,3.5,0,0.19,21.29,0,2.03,204.69,1502.95,2.01,5.63,14.94,530.5,9.43,46.82,3.75,2.46,0.68,13.25,0.27,0.14,0,0.49,0,0.68,0,0,0.83,0.62,0,11,4.92,0.52,0,0,9.88,1.78,0.06,41.27,7.28,0.64,13.96,0.2,0.41,0.57,0.1,0.77
2.49,13.7,1.32,7.53,1.67,10.13,12.36,7.62,23.64,32.09,11.07,21.7,32.03,4.8,11.81,1.46,31.77,9.72,0.32,0.16,3.55,36.2,0.53,6.23,13.72,3.7,3.5,175.45,6.94,7.75,2.72,14.6,26.09,8.38,3.35,0.31,0.55,2.33,13.69,429.38,0.66,10.57,7.88,0.12,7.33,2.17,4.27,37.94,16.4,0.29,21.85,8.12,0.65,4.67,8.59,6.71,1.85,5.23,47.43,0,6.84,5.17,6.1,17.52,8.88,16.73,6.4,24.52,1.35,21.1,3.06,2.48,139.28,2.43,59.47,5.15,4.08,6.07,3.46,4.22,5.04,0.71,3.66,13.27,4.3,13.09,4.33,10.87,11.23,11.48,3.07,3.46,42.12,1.76,54.02,8.68,31.43,2.21,0.09,3.08,14.22,11.18,0.26,7.85,847.27,6.09,11.54,6.93,1.01,83.61,0.19,14.34,1.99,5.15,4.2,6.52,8.54,38.57,12.73,2.72,1.68,4.95,7.89,46.23,0.98,0.98,122.22,2069.76,0,0.45,1.53,8.69,5.01,12.69,0.52,0.35,0.49,6.24,0.47,0.34,0.21,0.57,0,0.9,0,0,16.7,4.5,0.21,1.58,11.48,35.18,24.55,0.82,453.43,1.68,0,7.36,8.03,0.27,6.25,2.9,699.28,4.02,0,1.3
8.57,36.03,1.78,19.69,8.07,16.32,14.87,25.04,53.84,79.41,9.02,43.71,8,7.25,14.9,0.54,57.45,3.77,0.74,1.23,3.61,78.77,0.18,34.7,21.42,5.32,4.47,134.72,16.36,38.29,5.55,18.92,29.63,14.39,3.57,0.48,0.64,2.87,53.97,227.29,0.39,1.31,8.65,0.87,14.69,35.94,13.18,153.08,37.17,2.08,0.78,8.63,6.4,8.06,5.51,6.53,2.8,6.31,220.92,0.11,6.56,7.69,4.26,18.01,29.96,23.74,7.49,22.06,11.31,29.2,7.34,6.46,106.27,6.55,67.98,6.58,1.43,6.22,4.65,5.03,5.69,1.26,2.37,28.43,4.02,45.92,12.99,55.84,2.76,22.69,2.29,6.31,24.97,0.84,15.48,8.84,17.56,1.95,2.57,3.76,39.13,12.58,0.18,12.75,6.85,12.97,19.85,18.25,0.62,2.7,0.3,6.87,11.89,15.1,6.14,6.08,17.15,79.3,27.85,22.2,2.04,0,0.25,23.1,0.28,1.37,118.32,745.5,0.68,1.14,8.51,4.03,5.02,40.67,9.95,1.13,0.72,13.46,0,0.09,0.28,0.79,0,0.5,0.1,0,0.42,2.82,0.21,8.2,8.73,0,0.44,0.83,7.42,1.58,0.08,28.64,6.04,0.02,13.16,0.94,2.05,1.21,0.15,2.53
6.53,40.08,3.63,17.04,13.21,21.98,20.71,28.47,44.3,125.73,6.66,92.32,13.54,8.28,9.72,0.89,12.19,2.26,0.63,15.54,10.58,22.86,0.09,31.55,25.38,12.16,8.03,97.66,27.88,21.87,3.42,32.06,52.5,27.58,12.22,0.1,0.08,3.62,35.85,190.23,1.65,3.56,12.29,0.45,6.5,90.28,12.5,187.74,24.92,1.07,18.21,9.7,7.43,6.07,6.67,15.46,8.01,4.18,40.59,0,12.47,10.22,31.7,18.19,24.68,18.91,4.28,16.2,4.72,37.18,5.48,11.83,21.35,8.15,20.11,0.04,0.57,17.48,5.3,4.21,9.53,0.16,8.88,31.05,2.29,9.64,14.18,71.88,4.1,22.52,0.07,1.2,38.36,0.57,1.55,9.76,7.59,5.59,12.75,5.02,35.13,9.31,0.09,11.33,0.63,69.61,13.87,10.31,2.48,2.09,0.14,4.23,3.27,2.82,5.14,29.94,24.62,106.15,16.88,12.38,2.19,0,0.12,44.9,0.25,2.87,89.67,236.65,3.65,10.55,36.02,66.94,59.48,197.14,13.87,1.54,0.48,23.11,0.13,0,0.02,0.43,0.15,3.05,0,0,0.41,0.41,0.51,31.66,1.92,0.11,0.29,0.14,6.7,3.17,0,34.89,16.98,2.28,4.95,0.27,0.55,1.01,0.06,0.56
2.01,18.66,1.58,6.07,4.16,9.06,5.8,8.36,20.4,31.36,16.46,14.94,7.91,2.42,8.98,0.63,16.3,1.48,0,0,0.57,5.36,0,14.13,12.4,2.41,2.08,88.43,7.26,10.58,16.59,12.97,25.87,8.71,4.58,0,0,3.48,10.02,175.76,2.61,7.25,5.73,0,8.75,31.18,10.71,64.62,16.4,0.84,9.35,7.21,0.24,4.85,7.17,7.1,4.91,4.27,110.65,0,5.86,5.99,12.9,18.77,9.45,15.05,1.15,6.8,6.78,18.71,4.93,3.44,20.73,5.08,6.12,3.63,2.61,6.13,2.61,3.73,5.63,0,4.16,14.18,0,12.5,6.04,18.03,1.38,10.95,0,2.42,33.26,2.11,4.7,5.66,24.78,1.36,1.28,2.71,10.17,9.09,0,8.44,15.22,9.16,10.85,7.34,0.86,3.16,0.25,6.93,5.17,1.76,1.84,3.12,6.44,39.88,6.43,11.05,1.29,12.57,6.59,130.62,0,0.26,317.87,14059.09,0,0,3.42,1.17,12.59,27.83,3.12,0,0,6.93,0.43,0,0,0.27,0,0.42,0,0,15.75,32.54,0.46,3.52,6.16,28.11,231.79,4.85,440.21,2.41,0,7.15,12.45,0.14,4.51,5.86,979.14,3.35,0.15,1.28
3.02,17.78,2.88,9.36,4.15,12.4,12.76,21.59,31.28,43.11,11.01,26.95,15.63,3.8,18.28,0.92,22.46,2.65,0.18,0,0.22,45.22,0.15,9.65,21.81,6.19,3.16,107.58,7.04,16.23,10.58,8.18,32.43,14.99,5.92,1.09,0.19,2.61,17.14,226.71,2.06,3.71,12.48,0.09,14.17,0.77,5.06,54.29,25.44,0.13,11.37,7.46,1.16,4.33,4.91,4.61,4.32,5.57,104.79,0,10.34,3.77,8.8,18.74,9.23,19.15,4.8,21.12,18.45,21.02,5.04,3.94,42.14,3.7,77.16,0.63,5.92,5.41,4.75,4.13,5.98,0.14,3.47,12.8,3.99,14.33,4.55,16.05,5.46,18.48,0.06,3.82,23.51,1.69,21.25,11.52,10.05,2.45,0.69,2.85,25.35,9.03,0.21,8.38,2.04,22.41,8.75,9.83,0.18,1.19,0.14,7.28,3.33,3.12,2.84,6.63,9.1,53.58,9.12,23.33,2.03,6.89,11.11,38.29,0.85,0.72,134.48,3728.31,9.11,19.95,47.9,106.25,21.3,90.74,6.66,5.75,0.88,7.71,0.08,0.15,0,0.42,0,4.95,0,0,19.02,11.56,0.97,98.58,5.8,37.61,49.24,1.18,438.29,1.23,0,22.8,12.14,1.29,7.51,2.28,708.13,4.14,0.18,1.33
12.05,24.21,1.36,22.79,22,23.06,22.66,22.62,30.36,57.73,10.47,0.7,11.32,5.31,17.99,0.64,40.17,0.81,0.17,0.22,0.58,8.73,0.08,23.27,44.87,5.63,4.73,107.1,22.45,55.15,0.67,16.1,44.2,17.9,3.12,1.48,0.06,3.4,40.78,247.08,0.06,1.52,7.72,0.31,10.15,1.35,2.32,94.15,48.85,0.5,13.52,16.51,2.43,10.76,4.13,14.74,0.48,5.61,89.2,0,6.39,6.3,2.82,11.15,12.61,10.49,8.63,24.22,0.31,16.81,9.57,8.68,30.21,5.69,67.37,7.49,4.59,3.74,3.92,3.93,7.76,0.03,2.29,19.36,1.96,2.86,4.1,67.84,1.34,24.84,0.2,8.34,7.75,0.05,6.97,19.82,6.82,3.73,1.21,4.88,33.16,13.74,0.08,8.96,4.47,1.04,11.77,13.96,0.32,1.53,0.32,9.21,9.14,2.01,4.82,4.4,9.04,69.6,19.83,1.05,3.47,0.26,0.46,21.83,0.34,0.74,61.84,833.42,3.41,1.16,7.74,10.83,2.46,42.21,2.08,1.04,0.78,17.86,0.15,0,0,0.57,0,0,0,0,0.76,1.14,0.09,2.53,1.83,0,0.54,1.09,8.4,2.65,0,23.99,6.45,0.04,4.99,0.49,0.76,1.05,0.12,0.97
